"","ele_meters","richness","ln_ele","ln_richness"
"1",1383,20.5175705793615,7.23201033166476,3.02128162047494
"2",764,15.619935163088,6.63856778916652,2.74854799351227
"3",467,14.5379415221914,6.1463292576689,2.67676188864352
"4",457,10.1579097487309,6.12468339089421,2.31825268759169
"5",1779,17.9712473174445,7.48380668766583,2.88877310948538
"6",1415,13.0613592142213,7.25488481007734,2.56965819302871
"7",1621,24.6867604495344,7.39079852173568,3.20626708573808
"8",854,15.2510385806973,6.74993119378857,2.72464760438675
"9",1827,15.1458874708355,7.51043055637801,2.71772904103479
"10",938,17.3039383105312,6.84374994900622,2.85093412360344
"11",1668,17.1019557057504,7.41938058291869,2.83919282572634
"12",1674,16.1843864964543,7.42297125104942,2.78404698097267
"13",943,18.3730009119812,6.84906628263346,2.91088224527463
"14",1335,17.9208137561799,7.19668657083435,2.88596281701687
"15",589,12.1506763969478,6.37842618365159,2.49738483876769
"16",406,12.3179716623115,6.00635315960173,2.51105930675169
"17",1328,23.3918637578415,7.19142933003638,3.15238825924473
"18",1302,18.8020556624792,7.17165682276851,2.9339662076072
"19",1664,21.4052675971765,7.41697962138115,3.06363704113879
"20",1232,23.425472405564,7.11639414409346,3.15382399464746
"21",1081,17.8329954045922,6.98564181763921,2.88105041577911
"22",1249,13.8023782753449,7.13009851012558,2.62484091610765
"23",357,11.3532151740236,5.87773578177964,2.42950097905693
"24",965,19.2867323521865,6.87212810133899,2.95941741662174
"25",890,10.0622777435592,6.79122146272619,2.30879355490414
"26",544,14.6946455769792,6.29894924685594,2.68748318096684
"27",138,8.28746617694871,4.92725368515721,2.11474427429083
"28",1804,21.1979895642267,7.49776170062257,3.05390634530504
"29",68,8.45243897312324,4.21950770517611,2.13445503559434
"30",303,8.83430872692437,5.71373280550937,2.17864286014398
"31",1414,22.316570984561,7.25417784645652,3.10532949598689
"32",1438,11.4321643929449,7.27100853828099,2.43643082059283
"33",25,3.64809303382344,3.2188758248682,1.29420457457972
"34",1854,23.9100893990952,7.5251007461258,3.17430052044673
"35",422,12.8965687279454,6.04500531403601,2.55696128590424
"36",123,8.65486431422196,4.81218435537242,2.15812151135011
"37",910,13.6455163146329,6.8134445995109,2.61341099255273
"38",249,7.74847797617886,5.51745289646471,2.04749643390771
"39",150,5.78059327420582,5.01063529409626,1.75450632001306
"40",299,11.4394342475639,5.70044357339069,2.43706653084449
"41",1068,19.0693780390969,6.97354301952014,2.94808380445523
"42",728,10.5183215658624,6.59030104819669,2.35311864760934
"43",1576,19.3513379558536,7.36264527041782,2.96276156209074
"44",1482,18.6993916440442,7.30114780585603,2.9284909909273
"45",1709,21.2688414272425,7.44366368311559,3.05724315792337
"46",1150,19.7848081324573,7.0475172213573,2.98491437716375
"47",687,13.7590613228261,6.53233429222235,2.62169761236038
"48",1026,13.6474128475247,6.93342302573071,2.61354996868707
"49",248,9.63991536551587,5.51342874616498,2.26591232907311
"50",1995,26.449460244121,7.59839932932396,3.2752357514466
"51",326,8.81376249074618,5.78689738136671,2.17631441923873
"52",1321,14.6940347584955,7.18614430452233,2.6874416126843
"53",607,13.3239572555402,6.4085287910595,2.58956371224614
"54",1576,24.5626756959544,7.36264527041782,3.20122804261985
"55",578,12.120880466337,6.35957386867238,2.49492962373997
"56",234,9.30069423543692,5.4553211153577,2.23008904634483
"57",812,8.2624902120171,6.69950034016168,2.11172602054982
"58",825,12.9827958340747,6.71538338633468,2.563625083619
"59",966,22.7061213602106,6.87316383421252,3.12263455158011
"60",998,13.477143452336,6.90575327631146,2.60099517296396
"61",1813,21.059098519149,7.50273821075485,3.04733270043111
"62",1878,21.6586121370564,7.53796265976821,3.07540316459181
"63",799,16.1237709486005,6.68336094576627,2.7802946395351
"64",1166,13.567999326068,7.06133436691044,2.60771402937885
"65",471,11.4965243123435,6.15485809401642,2.44204475597813
"66",54,5.95964250056944,3.98898404656427,1.78501049615227
"67",555,16.6909512125113,6.31896811374643,2.81486672901024
"68",1974,16.7546168919427,7.58781721999343,2.81867385563049
"69",1802,15.3525832343416,7.49665243816828,2.73128374875641
"70",1592,13.5318345235425,7.37274636640433,2.60504502231447
"71",971,13.4840817277668,6.87832646829133,2.60150985844561
"72",512,13.1926511734893,6.23832462503951,2.57965994527992
"73",608,19.0047294942966,6.41017488196617,2.94468786894326
"74",605,16.3160145235903,6.40522845803084,2.79214711159896
"75",920,14.4573733896349,6.82437367004309,2.67120455359428
"76",1270,21.9471463824107,7.14677217945264,3.08863712571261
"77",1872,21.6394561076768,7.53476265703754,3.07451832000609
"78",794,19.156919818272,6.67708346124714,2.95266399856875
"79",1683,19.1632445553805,7.42833319419081,2.95299409825748
"80",638,16.8868764244589,6.45833828334479,2.82653677733196
"81",619,16.0666094034993,6.4281052726846,2.77674316828454
"82",1770,18.3692175634377,7.47873482556787,2.91067630514832
"83",1841,18.4942519931923,7.51806418123308,2.91745998073539
"84",1037,16.3016298716469,6.94408720822953,2.79126509493941
"85",1527,16.8454901986666,7.33106030521863,2.82408297697928
"86",1687,25.922503858425,7.43070708254597,3.25511146629492
"87",1436,21.0898237931494,7.26961674960817,3.04879063946049
"88",1433,18.6695611181605,7.26752542782817,2.92689444994795
"89",1417,23.0044687571736,7.25629723969068,3.13568849084671
"90",564,15.5639314185544,6.33505425149806,2.74495614869744
"91",221,9.27506713250295,5.39816270151775,2.22732984647301
"92",678,13.4640191488582,6.5191472879404,2.60002087911404
"93",1879,24.9738702440219,7.53849499941346,3.21783008803686
"94",1818,20.1010198157297,7.50549227473742,3.00077055087893
"95",415,8.31974894464123,6.0282785202307,2.11863207945492
"96",1341,19.9640282679947,7.20117088328168,2.9939320675548
"97",1575,13.3364330068787,7.36201055125973,2.59049961394348
"98",1688,18.3244660180371,7.4312996751559,2.90823710781402
"99",728,12.1497649150998,6.59030104819669,2.49730982104791
"100",1499,16.1567170771799,7.3125534981026,2.78233588129035
"101",1610,19.5773726069498,7.38398945797851,2.97437444050646
"102",770,15.9519192207276,6.64639051484773,2.76957914931045
"103",1179,17.3810602857656,7.07242190053737,2.85538112406193
"104",294,11.6338471899888,5.68357976733868,2.45391871062397
"105",285,11.0745937211276,5.65248918026865,2.40465363093575
"106",889,17.8202490164805,6.7900972355139,2.88033539593383
"107",1459,16.8634255753159,7.28550654852279,2.82514710959404
"108",295,10.8489367492112,5.68697535633982,2.3840670797202
"109",469,10.983047810145,6.15060276844628,2.39635297590108
"110",1805,22.6948330931727,7.49831587076698,3.12213728153781
"111",538,18.3298781874137,6.28785856016178,2.90853241629836
"112",84,5.46425942750018,4.43081679884331,1.6982286005521
"113",1358,16.3918248060328,7.21376830811864,2.79678272310696
"114",1877,15.3640385566178,7.53743003658651,2.73202962002345
"115",1066,13.7775359465804,6.97166860472579,2.62303943585045
"116",350,12.302819478221,5.85793315448346,2.50982846198176
"117",1343,17.0138450460699,7.20266119652324,2.8340274270754
"118",1239,17.4147882450666,7.12205988162914,2.85731974440247
"119",1085,13.5522609940498,6.98933526597456,2.60655339643513
"120",1489,18.857665238155,7.30586003268401,2.93691947517073
"121",1715,21.5153272873174,7.44716835960004,3.06876557822773
"122",176,8.64854034009935,5.17048399503815,2.15739055989512
"123",1303,26.4049051301794,7.17242457712485,3.2735497932791
"124",1702,16.4607933138549,7.43955930913332,2.800981390555
"125",1699,23.342039632035,7.43779512167193,3.15025601087386
"126",823,12.2166520032636,6.71295620067707,2.50279993938527
"127",1996,19.0092839586946,7.59890045687141,2.94492748923094
"128",1311,18.1512041255408,7.1785454837637,2.89873690151526
"129",183,8.37562223748298,5.20948615284142,2.12532537196414
"130",131,8.16499916066506,4.87519732320115,2.09985662362574
"131",1422,23.5197298794624,7.25981961036319,3.15783963824774
"132",778,13.1989669467643,6.65672652417839,2.58013856492096
"133",1271,14.5557316745141,7.14755927118945,2.67798484556751
"134",1209,19.2425345529823,7.09754885061479,2.95712317008445
"135",1648,25.9654967988123,7.40731771046942,3.25676861051637
"136",250,9.30132702940523,5.52146091786225,2.23015708131367
"137",401,12.591106985509,5.99396142730657,2.53299076996615
"138",1338,23.7790065767853,7.19893124068817,3.16880311481328
"139",1000,13.2037508583635,6.90775527898214,2.5805009451643
"140",375,8.27099638311032,5.92692602597041,2.11275498341192
"141",398,9.28224668455129,5.98645200528444,2.22810361712509
"142",1413,19.0132343784067,7.25347038268453,2.94513528292264
"143",487,8.4569510930005,6.18826412308259,2.13498871776344
"144",610,17.9195837794632,6.41345895716736,2.88589418068459
"145",1475,12.9404691344418,7.29641326877392,2.56035954300922
"146",1436,13.2447928721066,7.26961674960817,2.58360448440671
"147",431,8.06211471156563,6.06610809010375,2.08717589326723
"148",521,10.6727632903459,6.25575004175337,2.36769500932421
"149",844,15.029781601745,6.73815249459596,2.71003367283729
"150",442,11.6379852640833,6.0913098820777,2.45427434004389
"151",395,9.1501237892014,5.97888576490112,2.21376740807039
"152",1993,19.4861247221586,7.59739632021279,2.96970265958611
"153",846,15.4666305151791,6.74051935960622,2.73868483318071
"154",384,14.8511143015613,5.95064255258773,2.69807489957574
"155",831,13.2282440304291,6.72262979485545,2.58235424297094
"156",869,12.9643577290577,6.76734312526539,2.56220387893266
"157",1540,16.7995365837337,7.33953769540767,2.8213513017272
"158",655,17.2138760725298,6.48463523563525,2.84571580697573
"159",1189,23.6788974206183,7.08086789669078,3.16458424730248
"160",1974,20.5671646464796,7.58781721999343,3.02369585490697
"161",1810,21.662611449392,7.50108212425987,3.07558779983597
"162",400,11.2826840718827,5.99146454710798,2.42326916739938
"163",1267,16.9013662219404,7.14440718032114,2.82739446019646
"164",832,16.7737985009673,6.72383244082121,2.81981805590913
"165",1388,12.86291520117,7.23561914106675,2.55434838061352
"166",856,18.1822516985796,6.75227037614174,2.90044593688729
"167",67,5.81993794168556,4.20469261939097,1.76128959874587
"168",1896,18.0666972954855,7.54750168281497,2.89407031509813
"169",1287,19.8986105496192,7.16006920759613,2.99064990766563
"170",216,10.8890960985769,5.37527840768417,2.38776193061444
"171",1175,20.9836337552626,7.06902342657826,3.04374278888875
"172",1790,22.3120851664989,7.4899708988348,3.10512846738938
"173",1916,33.3027947862168,7.55799495853081,3.5056413209787
"174",281,9.71102945984369,5.63835466933375,2.27326229726467
"175",1830,20.5960811117938,7.51207124583547,3.02510082040656
"176",122,6.75543643228056,4.80402104473326,1.91034757810091
"177",326,10.0397216115968,5.78689738136671,2.30654938595055
"178",1170,21.0668811240202,7.0647590277918,3.04770219237056
"179",1603,15.9480964857348,7.37963215260955,2.7693394795218
"180",1594,21.5248251628995,7.37400185935016,3.06920692776743
"181",1101,13.9591145991202,7.00397413672268,2.63613267119104
"182",899,10.9493170365925,6.80128303447162,2.39327708322991
"183",1444,14.4980939486605,7.27517231945277,2.67401718896946
"184",1687,16.4812673055843,7.43070708254597,2.8022244211354
"185",1822,26.2485620879384,7.5076900778199,3.26761120993494
"186",1722,24.2904395570756,7.45124168498768,3.19008283906589
"187",1820,22.972406746433,7.50659178007084,3.13429378902817
"188",1048,18.4423026287873,6.95463886488099,2.91464708174195
"189",623,10.7698659610998,6.43454651878745,2.37675204551052
"190",948,16.1969526550134,6.85435450225502,2.78482311682864
"191",1711,22.2181780703202,7.44483327389219,3.10091078581461
"192",1823,15.2517394935302,7.50823877467866,2.724693561698
"193",1429,17.2158820347133,7.26473017792987,2.84583233188302
"194",1571,17.1331101659067,7.35946763825562,2.84101285837199
"195",1891,14.8731940731802,7.54486106865846,2.69956053721626
"196",47,5.78885886108986,3.85014760171006,1.75593518426586
"197",1509,21.1780966249916,7.31920245876785,3.05296746951516
"198",1514,17.3068615010623,7.32251043399739,2.8511030414299
"199",319,8.0270561134572,5.76519110278484,2.08281784971392
"200",1143,15.8772479761868,7.04141166379481,2.76488713955291
"201",874,11.2910756150007,6.77308037565554,2.42401264510278
"202",1262,16.8274494773325,7.14045304310116,2.82301145051121
"203",1712,21.8782328953395,7.44541755670169,3.08549221082512
"204",260,4.84952536791447,5.56068163101553,1.57888083787489
"205",1911,33.6957030452752,7.55538194424027,3.5173703231538
"206",1687,13.1127364148761,7.43070708254597,2.57358400329305
"207",341,8.43972240114456,5.83188247728352,2.1329494172073
"208",1418,18.5915026877315,7.25700270709207,2.92270463158818
"209",1876,21.0923097264347,7.53689712956617,3.04890850610596
"210",1424,18.2501501486191,7.26122509197192,2.90417330731625
"211",1788,23.0408687311037,7.48885295573346,3.13726954045991
"212",1958,22.6461235409447,7.57967882309046,3.11998869118672
"213",1795,22.0259232112412,7.49276030092238,3.09222008745869
"214",1987,22.5225496404226,7.59438124255182,3.114517013578
"215",102,3.61951939013976,4.62497281328427,1.28634125186884
"216",643,19.7744348750416,6.46614472423762,2.98438993549778
"217",140,10.4814036124748,4.9416424226093,2.34960260241279
"218",568,9.57354715730803,6.34212141872115,2.25900379063588
"219",493,10.8170646048767,6.20050917404269,2.38112494316214
"220",712,11.0565731895064,6.56807791141198,2.40302510988427
"221",1688,24.4748860910218,7.4312996751559,3.19764753431062
"222",1414,17.8303312982933,7.25417784645652,2.88090101264989
"223",997,21.4300025416258,6.90475076996184,3.06479192808678
"224",1947,24.4748477764495,7.5740450053722,3.19764596884461
"225",1674,19.1575181597744,7.42297125104942,2.95269523178182
"226",59,5.5155660504298,4.07753744390572,1.70757428577574
"227",38,2.85255702469903,3.63758615972639,1.04821579368452
"228",759,10.8852169397595,6.63200177739563,2.38740562464496
"229",1164,19.4528858316641,7.05961762829138,2.96799543086637
"230",1660,22.4276894897472,7.41457288135059,3.11029633340668
"231",210,8.86809191798843,5.34710753071747,2.18245965683211
"232",707,16.3025313303805,6.56103066589657,2.79132039209785
"233",1045,14.1010498207568,6.95177216439891,2.64624924998528
"234",1960,21.8448477400922,7.58069975222456,3.08396509236731
"235",292,8.54507434349368,5.67675380226828,2.14535501676302
"236",1095,18.3671659154471,6.9985096422506,2.91056460945057
"237",1499,15.1600367835689,7.3125534981026,2.71866280656807
"238",978,11.7272612869199,6.88550967003482,2.46191615602887
"239",788,12.2102185131859,6.66949808985788,2.5022731842103
"240",1244,20.0299770581451,7.12608727329912,2.99723000430239
"241",1530,20.6189084443585,7.33302301438648,3.02620854044457
"242",251,9.01703096417637,5.52545293913178,2.19911511848951
"243",1024,13.1452960563423,6.93147180559945,2.57606398028214
"244",803,16.0241257278652,6.68835471394676,2.77409544455498
"245",1575,16.8795356542536,7.36201055125973,2.82610198015518
"246",923,14.8246016205964,6.82762923450285,2.69628807238758
"247",864,16.0407907737015,6.76157276880406,2.77513490132923
"248",1019,14.0455498335774,6.92657703322272,2.64230560778406
"249",385,11.1481738804208,5.95324333428778,2.41127570695239
"250",607,16.8109454735797,6.4085287910595,2.82203019054913
"251",1273,19.5768233810726,7.14913159855741,2.97434638599719
"252",292,11.0100060715509,5.67675380226828,2.39880450219229
"253",1723,19.5470563727653,7.45182223652793,2.97282470592668
"254",785,15.904129099709,6.66568371778241,2.7665787673177
"255",937,20.2055925123623,6.84268328223842,3.00595942313696
"256",1303,24.7892758142897,7.17242457712485,3.21041113280433
"257",706,13.2504894996541,6.55961523749324,2.58403449511996
"258",403,11.1532484132881,5.99893656194668,2.41173079299022
"259",70,4.98687332742426,4.24849524204936,1.60680912568479
"260",973,15.3836023634362,6.880384082186,2.73330216054188
"261",1415,22.7835190980861,7.25488481007734,3.12603742800567
"262",98,7.18618306353942,4.58496747867057,1.9721601633932
"263",384,11.7432801542847,5.95064255258773,2.46328117522898
"264",1694,16.8086180656683,7.434847875212,2.82189173497921
"265",1338,14.5976753749918,7.19893124068817,2.68086229514633
"266",1106,17.4783071931343,7.00850518208228,2.86096052303981
"267",614,15.5739264846989,6.41999492814714,2.74559813675704
"268",933,18.9145330380147,6.83840520084734,2.93993057039007
"269",393,11.8462894885205,5.97380961186926,2.47201469521619
"270",229,8.584585069746,5.43372200355424,2.14996816117745
"271",952,18.2536457878264,6.85856503479136,2.90436482927326
"272",1660,23.1849943959689,7.41457288135059,3.14350527613405
"273",901,19.4391927038518,6.80350525760834,2.96729127059036
"274",560,15.4848258142269,6.32793678372919,2.73986056468427
"275",753,15.2434395370721,6.62406522779989,2.72414921620295
"276",1937,15.7773687027255,7.568895663407,2.75857655263688
"277",1156,13.7875539968067,7.05272104923232,2.62376630093146
"278",1086,18.6591623041932,6.99025650049388,2.92633730181735
"279",1492,23.2925029480259,7.30787278076371,3.14813154690789
"280",988,18.1660280352866,6.89568269774787,2.89955325836225
"281",949,13.8371313529851,6.85540879860993,2.62735565652252
"282",849,17.9387774906961,6.74405918631135,2.8869647099774
"283",1906,29.3490111486885,7.55276208421415,3.37925885400937
"284",953,11.9040556293769,6.8596149036542,2.47687915124656
"285",1827,20.0398416697785,7.51043055637801,2.9977223754758
"286",1767,18.742373826292,7.4770384723197,2.93078694041521
"287",1110,18.5907807491355,7.01211529430638,2.92266579919117
"288",631,13.2036658253833,6.44730586254121,2.5804945050811
"289",1080,18.3925404919888,6.98471632011827,2.91194517437079
"290",197,4.71348176803507,5.28320372873799,1.55042686381542
"291",1923,27.1997143002483,7.56164174558878,3.30320646957944
"292",1824,21.9375583059498,7.50878717063428,3.08820015904363
"293",179,6.53050055237031,5.18738580584075,1.87648359461859
"294",978,13.5465447491509,6.88550967003482,2.606131514745
"295",181,6.77890898542518,5.19849703126583,1.91381617239988
"296",640,12.4240946596143,6.46146817635372,2.51963770491059
"297",1994,18.9821007382559,7.59789795052178,2.94349646873541
"298",1229,12.2758416710699,7.11395610956603,2.50763323923785
"299",1348,15.3391148993552,7.20637729147225,2.73040609540584
"300",1348,18.3155645366534,7.20637729147225,2.90775121948784
"301",564,11.9757259787795,6.33505425149806,2.48288176599212
"302",1170,15.0100028660629,7.0647590277918,2.70871683658891
"303",79,4.76269057940741,4.36944785246702,1.56081275632565
"304",458,14.0171752414052,6.12686918411419,2.64028338066493
"305",1156,22.2080252243199,7.05272104923232,3.10045372014507
"306",1504,14.6570373317222,7.31588350450979,2.68492058406533
"307",952,17.6320748969563,6.85856503479136,2.86971968074712
"308",1831,13.9211137368254,7.51261754467451,2.63340666153507
"309",1344,22.0448569002966,7.20340552108309,3.09307932753442
"310",1383,19.1107982608968,7.23201033166476,2.95025352927389
"311",838,16.8403758171159,6.73101810048208,2.82377932549603
"312",918,17.0574961363307,6.82219739062049,2.83658976319888
"313",904,16.1970296813991,6.80682936039218,2.78482787242706
"314",1093,20.4118435600913,6.99668148817654,3.01611529905768
"315",105,5.94147649797374,4.65396035015752,1.78195767116892
"316",990,16.2496955475497,6.89770494312864,2.78807417306483
"317",1508,24.762828506539,7.3185395485679,3.209343678228
"318",154,12.1731642541571,5.03695260241363,2.49923387765419
"319",1697,23.3932017464686,7.43661726523423,3.15244545649829
"320",332,11.9414244000445,5.80513496891649,2.48001339733534
"321",151,8.25648830116806,5.01727983681492,2.11099935199603
"322",196,7.44723962938324,5.27811465923052,2.00784344418627
"323",1886,19.7495809696935,7.5422134631934,2.98313227439767
"324",96,5.41527336216041,4.56434819146784,1.68922336157219
"325",66,6.89672777307215,4.18965474202643,1.93104706333121
"326",1998,17.3430130481116,7.5999019592085,2.85318971912425
"327",603,14.235559506688,6.40191719672719,2.65574302495849
"328",1427,23.3968268107326,7.26332961747684,3.15260040678933
"329",1245,19.12283604695,7.12689080889881,2.950883225439
"330",1763,22.6992806774234,7.47477218239787,3.12233323576604
"331",861,17.7788623914299,6.75809450442773,2.87801024555454
"332",1044,14.7076590854463,6.95081476844258,2.6883683843185
"333",1984,27.2623098245398,7.59287028784482,3.30550515578732
"334",1569,16.0688080384015,7.35819375273303,2.77688000390583
"335",1105,19.785774598947,7.00760061395185,2.98496322488966
"336",89,6.19569773685428,4.48863636973214,1.8238551377711
"337",554,11.3790106632464,6.31716468674728,2.43177048847316
"338",887,17.7800026020558,6.78784498230958,2.8780743764331
"339",1554,24.8719202140597,7.34858753092759,3.21373946488944
"340",1808,20.4702146472756,7.49997654095212,3.01897088556232
"341",553,13.9574960066726,6.31535800152233,2.63601671209613
"342",502,9.2012058648972,6.21860011969173,2.21933454773721
"343",317,9.87142235868623,5.75890177387728,2.28964395235203
"344",1625,17.3878556945573,7.39326309476384,2.85577201395231
"345",412,12.0697377308009,6.02102334934953,2.49070130585935
"346",393,11.5011155535571,5.97380961186926,2.44244403532169
"347",692,12.5078671249926,6.53958595561767,2.52635781633742
"348",947,14.8067123575272,6.85329909318608,2.6950806156237
"349",408,12.4207549716304,6.01126717440416,2.51936886142363
"350",492,10.171410198405,6.19847871649231,2.3195808630244
"351",452,13.6683875721655,6.11368217983223,2.6150856900235
"352",1909,16.3772705024855,7.55433482372575,2.79589442854971
"353",1282,14.9491504380437,7.15617663748062,2.70465447133528
"354",538,8.61061290773332,6.28785856016178,2.15299550147324
"355",1050,25.3641957774264,6.95654544315157,3.2333385645206
"356",1619,22.2958634633435,7.38956395367764,3.10440116634243
"357",1508,19.4722460261823,7.3185395485679,2.96899017103503
"358",501,15.504569931164,6.21660610108486,2.74113481473876
"359",961,16.4713388083073,6.86797440897029,2.8016218285791
"360",1667,22.2410667294214,7.41878088275079,3.10194043268453
"361",1793,17.9189068044309,7.49164547360513,2.88585640146892
"362",788,20.020896951449,6.66949808985788,2.99677657565314
"363",894,20.4696542655971,6.79570577517351,3.01894350972094
"364",324,11.0154052601893,5.78074351579233,2.39929477124245
"365",1442,23.0584152710106,7.27378631784489,3.13803079049379
"366",364,12.3798428676865,5.89715386763674,2.51606957474347
"367",1990,20.6133752366179,7.59588991771854,3.02594014843327
"368",467,11.7163867098874,6.1463292576689,2.46098843541013
"369",850,17.0039416770438,6.74523634948436,2.83344518053558
"370",151,5.85861675775559,5.01727983681492,1.76791352756059
"371",833,12.5487105206407,6.72503364216684,2.52961791293962
"372",520,12.3194108788911,6.25382881157547,2.51117613869022
"373",348,7.83804004397924,5.85220247977447,2.05898880871811
"374",1418,19.3496029864158,7.25700270709207,2.96267190176741
"375",1206,21.2799037069677,7.09506437728713,3.05776313941469
"376",1225,16.2134792689424,7.11069612297883,2.78584294991203
"377",1608,20.1660820819695,7.38274644973891,3.0040020882776
"378",1642,24.2569357397221,7.40367029001237,3.18870258637591
"379",1832,29.4256566910004,7.51316354523408,3.38186697034847
"380",1547,13.7136838202915,7.34407285057307,2.61839415334567
"381",1538,14.1559161906472,7.33823815006559,2.65013264205366
"382",1482,17.2271115844181,7.30114780585603,2.84648439774157
"383",1589,19.7733416720019,7.37086016653672,2.98433465031437
"384",1279,18.8435814338571,7.15383380157884,2.93617234842049
"385",1159,14.290011968143,7.05531284333975,2.65956082946018
"386",1239,22.0791514575568,7.12205988162914,3.09463379030615
"387",218,7.42876072925954,5.38449506278909,2.00535905198637
"388",1327,16.1884509267496,7.19067603433221,2.78429808224399
"389",1616,23.6399531067413,7.38770923908104,3.16293820889555
"390",1366,17.9588296144172,7.21964204013074,2.88808189451552
"391",1729,18.4008445393544,7.45529848568329,2.91239656243958
"392",129,6.76398906949093,4.85981240436167,1.91161281505202
"393",628,17.0651648725936,6.4425401664682,2.83703924375903
"394",1627,18.1132433987571,7.39449310721904,2.89664335021419
"395",1096,22.3419409238989,6.99942246750796,3.1064656709727
"396",1411,21.6165222969702,7.25205395185281,3.07345794344306
"397",1365,27.8861236398403,7.21890970761906,3.32812920452332
"398",1815,21.1226308779045,7.50384074669895,3.0503450191627
"399",1760,20.1072269197448,7.4730690880322,3.00107929868906
"400",30,3.72761420988673,3.40119738166216,1.31576840699601
